currency_co,open_dt,agreement_amt_rub,applied_amt_rub,month_pay_rub,term_cnt,region_name,score_day,score_hour,age,born_in_russia,gender,marital,education,child_minor,reg_fact,residence_period,work_status,website,gen_property,gen_exp,pre_exp,gen_industry,salary300,income_confirmation,flat_owner,house_owner,auto_owner,garage_owner,land_owner,account_owner,card_owner,current_credit,email_shown,work_phone_shown,home_phone_shown,current_phone_shown,mobile_phone_shown,phone_work_same,phone_reg_same,reg_state,auto_number_shown,inn_number_shown,drvlic_number_shown,pension_number_shown,UCI,OL,child_adult,previous_score,default
nom,lin,lin,lin,lin,lin,nom,nom,lin,lin,bin,bin,nom,nom,lin,bin,lin,nom,bin,nom,lin,lin,nom,lin,bin,nom,nom,nom ,bin,bin,bin,nom,bin,bin,bin,bin,bin,bin,bin,bin,nom,bin,bin,bin,bin,lin,lin,bin,lin,bin
3,733858,200538,401076,237436.992,60,5,2,11,22,1,1,1,1,0,0,252,3,0,1,42,0,2,25425,1,1,1,1,0,0,1,2,0,0,1,0,1,1,0,0,16,0,0,0,0,0,4500,0,48.23421097,0
2,733865,206919.3,266039.1,187557.5655,60,1,4,19,25,1,0,3,3,0,1,84,2,0,5,8,0,20,21750,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,5,0,0,0,1,0,1100,0,40.01244774,1
2,733862,59449.2,199154.82,186927.3085,60,1,3,16,37,1,0,4,1,1,1,204,1,0,2,24,9,20,22128,1,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,5,0,0,1,0,0,2700,0,35.08406786,1
3,733858,60235.525,60235.525,101880.646,60,6,5,10,36,1,1,2,3,2,1,204,2,0,5,26,0,20,15933,2,3,1,2,0,0,0,1,0,0,1,0,0,1,0,0,13,0,0,1,1,0,4200,0,38.11500593,0
2,733850,45726,64016.4,68372.5636,48,5,6,15,32,1,0,2,3,0,1,140,2,0,4,98,7,9,10347,1,1,1,2,0,1,0,2,0,0,1,1,0,1,0,0,4,0,0,0,1,0,1000,0,63.0010887,0
3,733865,168634,404721.6,152782.404,60,2,5,15,27,1,1,2,1,1,1,24,2,0,1,21,18,21,29000,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,1,0,0,8700,0,49.02409605,0
3,733870,156461.64,156461.64,136605.2973,60,2,3,10,26,1,1,1,3,0,1,19,2,0,1,44,0,2,18178.8,1,1,1,2,0,0,1,2,0,0,1,0,1,1,0,0,9,0,0,1,0,0,1500,0,49.50882655,0
3,733858,143744.35,143744.35,496848.118,60,5,6,11,27,1,1,1,2,0,1,264,2,0,4,72,0,21,27000,1,1,1,2,0,0,1,2,0,0,1,0,1,1,0,0,16,0,0,0,1,0,500,0,52.7020998,0
3,733850,210698.4,210698.4,337293.022,36,5,5,11,39,1,1,2,3,1,1,120,1,0,1,204,0,2,27500,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,16,0,0,0,0,0,5200,1,64.81990602,0
2,733857,299985.6805,407583.8502,672189.5958,46,7,5,9,51,1,0,3,3,0,1,213,2,0,5,24,31,20,33200,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,14,1,0,0,0,15000,6500,1,54.8402051,0
3,733850,66353.472,155295.36,84706.56,36,5,6,11,46,1,1,2,1,0,1,72,1,0,1,8,0,4,17600,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,4,0,0,0,1,0,5250,1,55.12216388,0
3,733865,104553.08,104553.08,123941.9428,60,1,5,12,21,1,0,1,1,0,1,84,2,0,5,16,3,20,17281,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,5,0,0,1,0,0,2700,0,42.80722402,0
3,733866,150359.85,150359.85,316758.084,24,2,2,11,30,1,1,2,2,1,1,12,3,0,5,24,48,20,42000,1,2,1,3,0,0,1,3,1,1,1,0,1,1,0,0,9,0,0,0,1,0,7500,0,47.41578482,0
3,733869,299998.188,408160.8,1595228.46,60,2,3,17,33,1,1,2,3,1,1,48,4,1,5,67,0,8,150000,2,2,1,1,0,0,1,3,1,1,1,1,1,1,0,0,8,0,0,1,0,0,66500,0,63.01474608,0
3,733849,299999.4052,421396.8,1123724.8,60,2,5,16,46,1,1,2,1,1,0,48,4,1,5,220,2,20,70000,2,2,3,2,0,1,1,3,0,1,1,1,1,1,0,0,8,0,0,0,1,0,15000,1,55.16055865,0
3,733851,299649.456,352944,2068251.84,12,2,6,12,41,1,0,2,3,2,1,144,3,0,5,20,25,20,104400,2,2,3,1,0,1,1,3,1,0,1,1,1,1,0,0,8,0,0,1,0,0,11300,0,51.78301278,0
3,733850,146471.76,146471.76,286235.8193,60,5,6,15,27,1,0,2,3,0,0,60,2,0,2,34,12,1,33509,1,1,1,2,0,1,1,3,0,0,1,1,1,1,0,0,11,0,0,0,1,0,8500,0,55.8702119,0
3,733859,76360.617,103145.06,75861.528,48,5,4,12,24,1,1,2,1,1,0,24,2,0,4,24,0,19,14000,1,1,1,2,0,0,1,2,1,0,1,0,1,1,0,0,16,1,0,0,0,0,2500,0,49.02409605,1
3,733858,86588.84,123222.58,73267.48,60,5,3,14,27,1,0,2,2,0,0,12,2,0,5,15,42,17,17400,1,1,1,2,0,0,1,1,1,0,1,0,1,1,0,0,2,0,0,0,0,0,1200,0,38.63281459,0
3,733866,100239.9,100239.9,406932.2274,60,2,2,14,23,1,1,2,2,0,1,276,1,0,4,27,0,21,32325,1,1,1,1,0,0,0,3,0,0,1,0,0,1,0,0,9,0,0,0,1,0,4000,0,59.67406575,0
2,733870,221821.5,443643,363195.736,60,5,4,20,28,1,0,2,2,0,1,324,4,0,5,10,3,20,32000,2,2,1,2,1,1,0,3,0,1,1,1,1,1,0,0,11,0,0,0,1,0,300,0,49.4509992,1
3,733870,50134.5,50134.5,263206.125,36,2,2,16,40,1,1,2,2,1,0,12,2,0,1,17,4,4,17500,1,1,1,2,0,0,0,1,1,0,1,1,1,1,0,0,8,0,0,1,0,15000,3500,0,32.74878507,0
3,733866,221087.1,221087.1,1496589.6,36,2,3,15,28,1,1,2,3,0,0,36,3,0,5,28,24,21,85000,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,8,0,0,1,0,0,7000,0,49.09493953,0
3,733858,128351.3036,206481.08,108555.7626,60,5,3,16,28,1,0,2,3,1,1,99,2,0,5,9,7,6,16932,1,2,1,2,0,0,1,1,0,0,1,0,0,1,0,0,16,0,0,0,1,0,1751,0,37.27029349,0
3,733859,99910.2,216472.1,394811.807,60,2,3,12,25,1,0,1,3,1,1,111,2,0,2,11,0,3,33000,1,2,1,1,0,0,0,2,1,0,1,1,1,1,0,0,8,0,0,1,0,0,7015,0,52.75936121,0
3,733870,149726.7,149726.7,195642.888,60,2,4,19,43,1,0,2,3,0,1,432,3,0,4,84,36,21,26000,1,3,3,2,0,0,0,1,0,0,1,1,1,1,0,0,9,0,1,0,0,0,5500,1,43.27976623,0
3,733866,121753.748,121753.748,851095.798,60,2,5,10,26,1,1,2,3,1,1,180,2,0,5,49,0,18,52300,1,1,2,2,0,0,1,2,1,0,1,1,1,1,0,0,17,0,0,0,1,0,17400,0,51.33685576,0
3,733855,101367.7835,101367.7835,111659.4532,60,1,5,10,25,1,1,1,1,0,1,276,2,0,5,42,2,20,13050,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,5,0,0,1,0,0,1200,0,47.14407595,0
3,733862,40107.6,40107.6,106953.6,36,2,2,14,22,1,0,1,1,1,1,252,2,0,4,7,0,20,16000,1,3,1,2,0,0,0,2,1,0,1,0,1,1,0,0,9,0,0,0,1,4000,300,0,40.58878683,0
3,733862,298621.585,342707.78,566299.652,60,2,4,14,53,1,1,3,2,0,1,22,3,0,1,216,144,17,38000,1,2,1,1,0,0,1,3,0,0,1,1,1,1,0,0,8,0,0,1,1,0,4000,1,57.30038876,0
2,733866,177619.8,177619.8,553877.743,60,6,3,10,27,1,0,1,3,0,1,120,4,1,5,12,12,20,51000,1,2,1,2,0,0,1,3,0,1,1,1,1,1,0,0,13,0,0,0,1,0,8000,0,46.14253098,0
3,733863,97053.72,97053.72,112377.5988,60,5,6,14,27,1,1,2,3,2,0,60,1,0,5,30,13,19,20839.74,1,1,1,1,0,1,1,2,0,0,1,1,1,1,0,0,11,0,0,1,0,0,4600,0,60.36348105,0
3,733869,148054.3323,152030.515,145329.1436,48,5,2,15,23,1,1,1,1,0,0,24,2,0,1,24,0,2,16353,1,1,1,2,0,0,0,3,0,0,1,0,0,1,0,0,16,0,1,0,0,0,3500,0,45.62177851,0
3,733870,245320.4486,245587.755,208164.859,60,5,3,8,44,1,1,2,3,0,1,180,3,0,3,8,74,13,21750,1,3,1,2,0,0,1,2,1,1,1,1,1,1,0,0,2,0,0,0,1,0,1450,1,49.09493953,0
3,733852,121801.05,121801.05,370793.3685,60,3,6,16,29,1,1,1,3,1,0,48,2,0,5,6,20,25,27103,1,1,1,1,0,0,1,2,1,1,1,1,1,1,0,0,9,0,0,1,0,0,7000,0,52.75936121,1
3,733864,68797.9847,133653.2,74177.526,42,5,7,12,51,1,0,2,2,0,0,120,2,0,4,53,0,4,19200,1,2,3,2,0,1,0,2,0,0,1,1,0,1,0,0,16,0,0,0,0,0,4600,1,53.57424951,0
2,733870,49007.7634,116530.228,46008.73672,60,5,5,10,35,1,0,2,3,1,1,44,2,0,4,177,0,9,22568,1,1,1,2,0,0,1,2,0,0,1,1,0,1,0,0,4,0,0,0,1,0,9600,0,58.62889539,0
3,733851,153259.04,153259.04,236158.248,36,5,3,10,22,1,0,2,2,0,0,9,2,0,5,8,4,17,22000,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,11,0,0,1,0,0,1700,0,52.68283525,0
3,733862,149865.3,149865.3,654778.1474,36,7,3,14,32,1,1,1,2,0,0,12,1,0,5,8,0,21,38700,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,0,8400,0,54.06401224,0
3,733855,103595.4,414381.6,268773.6035,60,5,4,15,25,1,1,2,3,2,0,3,1,0,5,37,0,21,42824.3,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,11,0,0,0,1,0,17350,0,52.17945055,0
3,733870,105271.473,200338.926,129453.0684,36,5,3,14,21,1,1,1,2,0,1,252,2,0,1,32,7,21,17407.44,1,2,2,1,0,0,1,2,0,0,1,1,1,1,0,0,11,0,0,1,0,0,3000,0,54.06401224,0
2,733862,296426,296426,692451.136,60,2,6,15,29,1,1,1,2,0,0,36,2,0,5,13,14,20,75000,2,2,1,3,0,0,1,2,0,1,1,1,1,1,0,0,9,0,0,0,1,40000,25000,0,54.06401224,0
3,733848,73744.44,73744.44,232757.1178,60,5,5,14,23,1,1,1,2,0,1,14,2,0,4,14,4,9,18017,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,4,0,0,0,1,0,2000,0,44.41244701,1
3,733863,40472.16,40472.16,443338.786,24,1,5,11,23,1,1,2,2,1,1,62,2,0,1,24,0,21,27300,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,5,0,0,0,1,0,1750,0,57.35265447,0
3,733866,69353.3226,158162.31,74911.11216,60,5,4,8,36,1,1,2,1,2,1,24,1,0,5,24,7,19,25056,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,16,0,0,0,1,0,9500,0,45.61342481,0
3,733856,299996.9068,418065.6,906389.2005,60,5,3,14,25,1,0,1,1,0,1,120,4,0,5,20,30,9,65450.97,1,2,1,1,1,0,1,2,0,0,1,1,1,1,0,0,2,0,0,0,1,0,15890,0,54.81330061,0
3,733852,156742.2,156742.2,223122.5217,36,2,2,15,56,1,1,1,1,0,1,288,3,0,1,275,10,3,21855,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,2000,0,47.71452969,0
3,733857,84284.9224,108231.04,72406.56576,60,5,6,11,42,1,0,3,2,1,1,168,2,0,1,24,0,2,10440,1,1,1,2,0,0,1,2,1,0,1,1,1,1,0,0,16,0,0,0,1,4270,5100,1,42.61140266,0
3,733870,143250.432,152755.2,178621.7472,48,7,5,17,39,1,1,2,1,2,1,16,4,0,5,38,13,22,24360,1,2,1,1,0,0,0,3,0,0,1,1,1,1,0,0,14,1,0,0,0,0,8700,0,55.90810423,0
3,733857,206521.8,206521.8,426579.383,36,1,5,13,33,1,1,2,2,0,1,6,3,0,6,12,9,19,31115,1,1,1,3,0,0,1,2,0,0,1,1,0,1,0,0,5,0,0,0,1,0,3500,0,53.68426839,0
3,733870,101836.8,407347.2,1934899.2,60,7,5,9,48,1,1,2,2,0,1,84,4,0,5,144,18,26,150000,2,1,3,2,0,1,0,1,0,0,1,1,1,1,0,0,14,0,0,1,0,0,53000,0,46.15220765,1
3,733849,130477.2474,234079.97,115646.2264,60,5,4,8,48,1,0,1,3,0,0,36,2,0,4,206,0,1,51200,1,1,1,2,0,0,1,3,0,0,1,1,0,1,0,0,2,0,0,0,0,0,27200,1,53.97776522,0
3,733870,135054.4,297119.68,418803.6944,41,5,6,14,25,1,0,3,3,1,1,120,3,0,1,91,0,2,25800,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,2,0,0,1,0,5000,6920,0,47.340461,1
3,733869,67453.6,67453.6,134556.4413,24,5,5,13,34,1,0,2,1,2,1,96,2,0,1,43,0,2,19974,1,3,1,2,0,0,1,2,1,0,1,0,1,1,0,0,16,1,0,0,0,0,8000,0,49.89785817,0
3,733858,103260.9,103260.9,197228.319,36,5,5,14,40,1,1,2,1,0,0,156,1,0,6,55,7,3,23000,2,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,0,1,0,2700,0,58.50606608,0
3,733849,102099.228,102099.228,229513.2717,33,5,5,9,24,1,1,2,2,1,0,24,2,0,1,37,0,2,21148,1,1,1,2,0,0,0,2,0,0,1,1,1,1,0,0,16,0,0,0,1,0,2300,0,46.31963687,0
3,733858,243821.2,417979.2,1652062.788,12,2,2,18,36,0,0,3,3,0,0,24,4,0,3,108,12,21,100000,1,1,1,1,0,0,0,2,0,1,1,1,1,1,0,1,8,0,0,1,0,50000,40050,0,65.28889859,0
3,733863,153598.15,153598.15,524762.7214,60,5,3,7,33,1,1,2,3,2,0,60,2,0,5,8,5,11,36656,1,2,1,2,0,0,1,3,0,0,1,1,1,1,0,0,2,0,0,0,1,0,9850,0,50.7409655,0
3,733857,51944.6508,104516.4,46858.186,60,5,4,7,50,1,0,4,2,0,1,324,2,0,1,384,0,2,10500,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,16,0,0,0,1,0,2400,1,60.37590089,0
3,733858,45778.999,55072.48,95567.96295,24,2,5,9,39,1,1,2,1,2,1,213,2,0,1,22,188,2,13180,1,2,1,1,0,0,1,2,1,0,1,1,1,1,0,0,17,0,0,0,1,18900,12500,0,58.62926688,0
3,733864,175419.825,175419.825,250432.6835,36,5,7,11,38,1,0,2,3,2,1,101,2,0,2,31,15,21,20700,2,1,1,2,0,0,0,2,1,0,1,1,1,1,0,0,16,1,0,0,0,0,2500,0,52.17945055,0
3,733862,103145.06,103145.06,460160.058,60,2,4,10,40,1,1,2,4,0,0,24,3,0,1,36,36,2,35000,1,1,1,1,0,0,1,2,0,0,1,1,0,1,0,0,8,1,0,0,0,0,3000,1,57.9972119,0
3,733857,67644.4,67644.4,115435.1686,36,5,7,8,46,0,1,2,2,1,1,72,1,0,5,16,0,3,12313,1,3,1,2,0,0,1,2,0,0,1,1,1,1,0,0,16,0,0,0,1,6872,6261,1,46.31963687,0
3,733864,254347.68,334668,547757.809,60,2,6,14,44,0,1,2,2,2,1,60,3,0,4,271,0,9,38704,1,1,1,1,0,0,1,2,0,0,1,1,1,1,0,0,9,0,0,1,0,0,6500,0,56.13501704,0
3,733855,155393.1,155393.1,488821.8013,36,2,4,15,27,0,1,2,3,1,0,84,3,0,1,67,8,2,37774,1,1,2,1,0,0,1,2,0,0,1,0,1,1,0,0,9,0,0,0,1,0,2200,0,59.443075,0
3,733869,161920.512,203673.6,174706.628,60,5,5,15,25,1,0,3,1,1,0,3,2,0,5,9,3,20,18333.33,2,1,2,1,0,0,1,2,0,0,1,1,1,1,0,0,11,0,0,0,1,0,2150,0,54.88350733,1
3,733857,105883.2,105883.2,791123.976,60,2,6,14,35,1,1,2,3,2,1,348,3,0,4,9,6,21,80700,1,3,1,1,1,1,1,2,0,1,1,1,1,1,0,0,8,0,0,1,0,42300,31300,0,62.35973191,0
2,733850,51639.896,100597.2,56928.87,36,6,6,10,42,1,0,2,1,0,1,12,2,0,5,22,19,20,21750,1,1,2,1,0,1,0,2,0,0,1,1,1,1,0,0,13,0,1,1,1,0,4700,1,62.47390235,0
3,733855,299971.2174,299971.2174,313361.9666,60,7,4,19,28,1,0,2,2,0,1,60,2,0,5,30,39,3,32886,2,2,1,1,0,0,1,1,0,0,1,1,1,1,0,0,14,0,0,0,1,0,3740,0,48.54117915,1
3,733863,66545.2,66545.2,207687.5692,18,5,4,16,24,1,1,2,1,2,1,62,1,0,4,56,0,9,24360,1,1,3,1,0,0,1,2,1,0,1,1,1,1,0,0,4,0,0,1,1,0,1800,0,64.06002041,0
3,733859,207190.8,292829.664,223412.4584,60,5,5,10,24,1,0,1,3,0,0,6,2,0,4,7,0,5,17687,1,1,1,2,0,0,1,2,1,0,1,0,1,1,0,0,16,0,0,1,0,0,410,0,49.50882655,0
3,733848,106360.2,106360.2,214493.07,24,2,4,18,47,1,0,2,2,0,1,540,2,0,5,7,24,10,23000,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,9,0,0,1,0,0,4300,1,52.68283525,0
3,733873,182593.3824,322483.2,196748.6976,60,5,6,9,50,1,1,2,1,1,1,180,3,0,5,5,84,20,41760,1,1,3,1,0,0,1,1,0,0,1,1,1,1,0,0,2,0,0,1,0,0,8600,1,36.97002783,0
3,733872,200304,333840,517618.92,60,2,4,12,35,1,0,1,3,1,1,36,2,0,5,29,64,5,47500,2,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,8,1,0,1,0,0,5700,0,38.71241867,0
3,733873,150228,150228,245539.32,36,5,5,11,24,1,1,2,3,0,0,18,1,1,1,18,0,2,21500,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,16,0,0,1,0,0,1800,0,57.12685725,0
2,733873,293744,293744,712067.7678,60,7,4,16,25,1,1,2,2,0,0,36,2,0,1,71,0,2,49202,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,6,0,0,1,0,0,11000,0,59.68891571,0
3,733871,134818.0548,175570.72,144508.208,60,5,7,8,46,1,1,3,1,0,1,120,1,0,4,180,0,21,20000,1,1,1,1,0,0,1,2,0,0,1,0,0,1,0,0,16,0,0,1,0,0,3350,1,65.04504907,1
3,733873,80121.6,80121.6,125924.448,36,5,5,10,23,1,1,2,2,1,1,186,1,0,4,6,0,9,14980,1,1,2,2,0,0,1,2,0,0,1,1,1,1,0,0,4,0,0,0,1,0,1900,0,46.31963687,0
3,733872,119692.8744,152601.78,126062.34,60,5,3,14,42,1,0,2,1,0,1,132,2,0,1,276,0,15,21750,1,1,1,2,0,0,0,1,1,0,1,0,1,1,0,0,16,0,1,0,0,0,4900,1,49.74018486,0
3,733873,167066.5,167066.5,233726.0335,60,7,7,12,27,1,0,2,3,1,0,7,2,0,4,27,0,1,21100,1,1,1,2,0,0,1,2,1,0,1,0,0,1,0,0,3,0,0,1,1,0,5500,0,51.33685576,0
2,733871,102934.3,102934.3,231749.224,60,2,2,17,46,1,0,2,2,0,1,72,1,0,1,156,24,13,25000,1,2,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,0,1,0,1,0,300,1,47.05271015,0
3,733873,73444.8,73444.8,167253.84,60,4,4,14,23,1,0,1,1,0,0,12,1,0,5,6,0,20,11000,1,1,1,2,0,0,0,1,0,0,1,0,1,1,0,0,10,0,0,0,1,15000,1100,0,33.43726744,0
2,733873,241370.4,407312.55,453889.4944,36,2,5,15,53,1,0,2,3,0,1,216,2,0,5,180,264,17,20010,2,3,1,2,0,0,0,2,0,1,1,1,1,1,0,0,9,1,0,0,0,29230,4000,1,63.55116006,0
3,733873,193107.6003,248807.25,203353.6852,60,7,3,17,24,1,0,1,4,0,1,41,2,0,4,21,20,3,24622.37,1,3,1,1,0,0,1,2,0,0,1,1,1,1,0,0,14,0,0,0,1,0,2500,0,58.32448097,0
3,733873,233688,333840,336510.72,60,2,4,14,23,1,1,1,1,0,1,96,2,0,5,18,12,20,30000,2,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,8,0,0,0,1,0,1000,0,33.43726744,0
3,733871,124283.34,124283.34,424801.7925,60,5,2,14,50,1,1,2,3,0,1,456,3,0,1,72,0,2,24000,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,16,0,0,0,1,9700,4800,1,57.58529641,0
3,733873,40060.8,40060.8,392340.4524,24,1,4,9,44,1,1,2,3,1,1,78,2,0,2,130,16,6,26677,1,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,5,0,0,0,1,0,3100,1,56.78252783,0
3,733873,152001.45,152001.45,299611.747,39,5,5,13,52,1,0,2,3,0,1,276,2,0,1,252,0,2,24200,1,1,1,2,0,0,1,2,0,0,1,0,1,1,0,0,16,0,0,0,1,0,1700,1,63.55116006,0
3,733873,299820.768,303872.4,671929.4036,60,2,6,13,51,1,1,2,5,0,0,120,4,1,5,99,300,20,34220,1,3,1,2,0,0,1,1,0,1,1,1,1,1,0,0,9,0,0,1,0,8000,3000,1,51.17815791,0
3,733871,166920,333840,998548.824,60,2,4,11,38,1,1,3,3,1,1,23,3,1,5,18,16,19,82700,2,1,1,2,0,0,1,3,0,1,1,1,1,1,0,0,8,1,0,1,0,0,13300,0,37.46327221,0
3,733871,265394.4,265394.4,1097405.844,36,2,3,10,40,1,1,2,3,3,0,72,2,0,1,84,3,1,59000,1,1,1,2,0,0,0,3,1,0,1,1,1,1,0,0,8,0,0,1,0,0,12500,0,58.15063305,0
3,733872,199045.8,199045.8,327762.084,60,5,4,8,35,1,1,2,2,4,0,134,3,0,5,38,0,9,36000,2,1,1,2,1,1,1,2,1,0,1,0,1,1,0,0,16,0,1,1,1,0,7200,0,38.40298889,0
3,733872,187787.0592,283785.216,202356.5107,60,5,5,15,26,1,0,1,3,0,1,41,1,0,5,23,0,20,20740,2,1,1,2,0,0,0,1,0,0,1,1,1,1,0,0,4,0,1,0,0,0,600,0,35.52699164,0
3,733872,100228.5,202127.475,414875.8301,36,5,2,13,25,1,1,1,2,0,1,225,1,0,5,15,0,3,27430,1,2,1,2,0,0,1,2,0,0,1,1,1,1,0,0,4,0,0,0,1,0,1800,0,44.41244701,0
3,733872,100152,267072,347193.6,60,2,4,15,26,1,0,3,1,1,1,108,2,0,4,10,0,20,26000,1,1,1,2,0,0,1,2,0,0,1,1,1,1,0,0,8,0,0,0,1,0,2000,0,45.34576971,0
3,733873,79618.32,79618.32,170280.3645,48,7,3,17,25,0,1,2,3,0,1,180,2,0,1,91,0,2,16562,1,1,1,2,0,0,0,2,0,0,1,0,0,1,0,0,3,0,0,1,0,0,1200,0,63.0010887,0
2,733873,299618.88,314306.08,545115.428,60,5,4,13,52,1,1,2,2,0,1,1,2,0,5,13,71,21,47756,2,2,2,2,1,1,1,2,0,0,1,1,1,1,0,0,11,0,0,0,1,0,1000,1,53.57424951,1
2,733873,88135.8,440679,2289474.298,36,6,3,12,58,1,1,2,4,0,1,72,4,0,5,43,41,20,95000,1,1,3,2,1,1,1,1,0,0,1,1,1,1,1,0,13,1,0,0,0,205000,62070,1,42.78108385,0
3,733873,299804.31,401076,550536.6372,60,2,2,17,26,1,1,1,3,0,1,120,4,0,5,18,25,20,37343,2,1,1,2,0,0,1,3,0,1,1,1,1,1,0,0,8,0,0,0,1,0,3000,0,46.14253098,0
3,733872,199045.8,199045.8,470411.574,60,2,3,17,42,1,1,2,3,1,1,300,2,0,5,18,24,20,30000,1,1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,8,0,0,0,1,0,3500,0,51.33685576,0
3,733871,299977.2672,407347.2,1717647.36,60,2,5,10,33,1,0,3,2,1,1,204,3,0,5,63,0,20,92000,1,2,1,2,0,0,1,2,0,0,1,0,1,1,0,0,9,0,0,1,0,0,4200,0,42.20946957,0
3,733872,299989.586,405163.2,725539.2477,60,7,6,17,52,1,1,3,2,0,1,168,4,0,5,99,5,22,41760,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,3,0,0,0,1,0,4500,1,52.27319983,0
2,733873,190960.9,190960.9,196865.9986,60,2,3,9,30,1,1,2,3,1,0,60,3,0,5,26,12,13,33060,1,2,1,1,0,0,0,1,0,0,1,0,1,1,0,0,17,0,0,1,0,0,6650,0,38.30729562,0
3,733872,237799.2722,399271.2,286061.1785,36,7,4,11,44,1,1,2,1,1,0,228,4,0,5,41,24,20,39150,2,3,1,3,0,0,0,1,1,0,1,0,1,1,0,0,3,0,0,1,0,0,9600,1,42.83074409,0
3,733872,299995.1949,398091.6,1603313.919,60,2,4,8,39,1,1,2,4,0,1,396,2,1,3,7,7,5,100000,2,3,2,2,0,1,1,3,0,1,1,1,1,1,0,0,8,1,0,0,0,0,9000,1,57.12685725,0
3,733873,215851.52,236087.6,365261.244,60,2,5,18,29,1,1,1,3,0,1,12,2,0,4,58,10,9,25900,1,3,1,2,0,0,1,2,0,0,1,0,0,1,0,0,17,1,0,0,0,0,7300,0,57.14370122,0
3,733872,200457,200457,239746.572,60,5,2,9,36,1,0,3,2,1,1,96,2,0,5,42,156,22,22700,1,1,1,2,0,0,1,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,3900,0,42.61140266,0
3,733873,121443.5325,121443.5325,297545.007,24,2,2,11,38,1,1,2,3,0,1,22,4,0,5,6,49,3,31320,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,17,0,0,0,1,0,12850,0,51.67460968,0
3,733871,197454.12,334668,2719964.304,60,2,6,9,47,1,1,2,3,0,0,192,4,0,5,83,9,20,139200,1,1,1,2,0,0,1,1,1,0,1,0,0,1,0,0,8,1,0,0,0,0,16166.49,1,50.24313738,0
2,733872,165091.7655,207364.5,155256.7635,60,2,5,17,34,1,0,2,2,1,0,5,4,0,5,35,19,3,50460,1,3,1,1,0,0,0,1,0,0,1,1,1,1,0,0,17,0,0,1,0,0,15500,0,40.12986716,0
2,733871,299973.0942,442047,484483.512,60,2,6,17,35,1,1,2,2,2,1,204,4,0,5,27,35,3,60900,1,1,1,1,1,0,1,2,1,0,1,1,1,1,0,0,17,0,0,1,0,0,34500,0,54.87507439,0
3,733873,93546.6,93546.6,172767.8579,60,6,2,13,23,1,0,1,1,0,1,84,2,0,2,14,3,5,15648.03,1,1,1,2,0,0,0,2,0,0,1,0,0,1,0,0,13,1,0,0,1,0,1800,0,47.14407595,0
3,733873,40533.72,40533.72,596859.027,12,5,5,12,39,1,1,4,3,1,1,72,2,0,5,24,0,10,43000,1,2,1,1,0,0,1,2,1,0,1,0,1,1,0,0,16,0,0,0,1,0,8700,0,66.37074959,0
2,733873,124859.05,124859.05,126292.7257,60,5,4,10,32,1,0,2,2,0,1,31,4,0,4,33,30,20,14264,1,3,1,2,0,0,1,2,1,0,1,1,0,1,0,0,4,0,0,0,1,0,1600,0,50.9199131,0
3,733871,251197.44,251197.44,2657940.48,12,1,5,12,26,1,1,1,3,0,0,6,4,0,5,3,33,3,130500,1,1,1,1,0,0,1,3,0,0,1,0,0,1,0,0,5,0,0,1,0,0,3900,0,63.89217137,0
2,733872,63154.96,64623.68,135352.5353,48,5,4,12,23,1,0,1,3,0,1,72,2,0,2,7,4,18,13218,1,3,1,2,0,1,0,1,1,1,1,1,1,1,0,0,2,0,1,1,1,13000,3300,0,35.52699164,0
